"political_party","election_date","election_result",1,2,3,4,5,6,7,8,9,10,11,12
"vlast","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"madarske_forum","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"priama_demokracia","2016-03-05",0.13,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
"szs","2016-03-05",0.0,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"tip","2016-03-05",0.0,0.9,0.0,1.2,1.8,2.0,2.5,2.2,2.7,2.4,2.6,0.0,2.8
"skok","2016-03-05",0.83,1.0,0.3,1.2,1.0,1.7,1.0,1.2,1.0,1.1,0.0,0.2,0.0
"sanca","2016-03-05",0.25,1.6,0.4,1.8,1.4,2.0,1.6,1.6,0.7,0.9,0.0,0.2,0.0
"siet","2016-03-05",5.6,14.0,0.9,13.4,12.9,12.6,11.4,11.9,10.9,10.7,10.9,0.0,11.0
"mkda","2016-03-05",0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sms","2016-03-05",0.17,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
"vzdor","2016-03-05",0.12,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
"odvaha","2016-03-05",0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"spolocne_za_slovensko","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"narodna_koalicia","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
"ina_strana","2016-03-05",0.0,0.0,0.0,0.1,0.9,0.5,0.5,0.5,0.7,0.8,1.8,0.3,0.7
"oks","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"liga","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"kds","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hzd","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"slobodne_forum","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sz","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"republika","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hlas_sd","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"demokrati","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nova","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4,2.3,0.0,3.3
"modri","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"kdzp","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sks","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
"krestanska_unia","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"spolu","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nova_vacsina","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mks","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"narodna_revolucia","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"priemyselna_revolucia","2016-03-05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"madarska_aliancia","2016-03-05",0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"smer_sd","2012-03-10",44.41,41.8,37.3,41.8,43.9,45.2,45.2,43.1,41.7,46.3,47.1,44.8,43.2
"sdku_ds","2012-03-10",6.09,8.3,6.1,8.3,10.2,11.3,11.3,12.8,12.6,13.4,12.2,16.5,15.2
"sas","2012-03-10",5.88,6.4,5.9,6.4,5.6,7.5,7.5,8.0,6.1,6.7,5.2,7.1,9.1
"ds","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sho","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"socialisti","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"starostovia_a_nezavisli_kandidati","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mame_toho_dost","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"solidarita","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"99_obciansky_hlas","2012-03-10",1.58,4.6,6.9,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"slovenska_liga","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hlas_pravice","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hlas_ludu","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"praca_slovenskeho_naroda","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"srk","2012-03-10",0.0,0.7,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"eds","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NA","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"azen","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"kdh","2012-03-10",8.82,9.3,10.3,9.3,10.0,9.9,9.9,9.0,11.7,10.0,9.5,6.3,10.2
"zrs","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sns","2012-03-10",4.55,4.8,4.2,4.8,5.6,5.4,5.4,8.5,5.8,5.3,8.1,6.2,5.4
"smk","2012-03-10",4.28,3.4,2.4,3.4,2.8,3.6,3.6,5.3,5.8,5.7,4.7,4.3,4.6
"dobra_volba","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"most_hid","2012-03-10",6.89,6.4,6.0,6.4,8.3,7.0,7.0,5.9,6.9,7.1,6.1,7.9,6.0
"sme_rodina","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"za_ludi","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"progresivne_slovensko","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"lsns","2012-03-10",1.58,0.5,1.2,0.5,0.4,0.3,0.3,0.5,0.7,0.4,0.4,0.7,0.4
"olano","2012-03-10",8.55,5.2,8.9,5.2,5.8,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0
"nova_demokracia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"kapurkova","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"unia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"kss","2012-03-10",0.72,1.4,1.0,1.4,1.8,1.1,1.1,1.9,1.7,0.9,1.7,1.9,2.0
"sdl","2012-03-10",0.18,0.6,0.1,0.6,0.5,0.8,0.8,0.8,2.2,0.3,1.0,0.6,1.0
"hzds","2012-03-10",0.93,1.5,1.8,1.5,2.1,2.5,2.5,3.0,3.3,2.7,3.4,2.4,2.2
"sss","2012-03-10",1.22,1.6,3.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"zeleni","2012-03-10",0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"narod_a_spravodlivost","2012-03-10",0.0,0.4,0.9,0.4,1.2,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0
"pravo_a_spravodlivost","2012-03-10",0.41,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nas_kraj","2012-03-10",0.19,0.4,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"robime_to_pre_deti","2012-03-10",0.0,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"strana_zivnostnikov","2012-03-10",0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"strana_zelenych","2012-03-10",0.0,0.4,0.1,0.4,0.7,0.8,0.8,0.8,0.6,0.4,0.4,0.7,0.7
"strana_obcanov_slovenska","2012-03-10",0.0,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"zmena_zdola","2012-03-10",1.29,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"strana_1_hlas","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"vlast","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"madarske_forum","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"priama_demokracia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"szs","2012-03-10",0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tip","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"skok","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sanca","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"siet","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mkda","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sms","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"vzdor","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"odvaha","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"spolocne_za_slovensko","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"narodna_koalicia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ina_strana","2012-03-10",0.0,0.0,0.0,0.0,1.1,0.7,0.7,0.2,0.7,0.5,0.1,0.6,0.0
"oks","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.3,0.0,0.0,0.0
"liga","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"kds","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hzd","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"slobodne_forum","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sz","2012-03-10",0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"republika","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hlas_sd","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"demokrati","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nova","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"modri","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"kdzp","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sks","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"krestanska_unia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"spolu","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nova_vacsina","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mks","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"narodna_revolucia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"priemyselna_revolucia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"madarska_aliancia","2012-03-10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
